128,137,124,115,115,120,116,120,107,117,118,148,130,125,108,110,108,127,116,124,118,112,107,107,132,127,105,104,115,112,120,109,122,112,115,112,112,121,123,125,115,121,120,128,125,114,110,114,118,117,124,97,125,103,97,116
122.0913086,127.249115,118.5338135,112.0668411,114.4435501,120.1035843,121.592308,121.6869125,108.1770325,121.0951157,115.2566071,133.0814972,125.3622513,125.2788162,112.2157288,117.9380722,117.1749115,126.2525635,110.8768539,124.0930939,125.84655,123.0505981,108.1770325,106.297142,131.3165436,124.8387604,111.7254333,114.7095337,118.4627838,114.181221,120.1035843,108.3164978,120.7989502,111.5465393,118.4627838,114.181221,111.5465393,128.1994629,118.6209793,121.4709396,114.4435501,107.695076,119.6258774,133.2329407,125.2788162,115.3873138,117.9380722,115.5477905,117.0253525,115.3122406,124.6914063,105.329277,125.8804398,101.3961334,98.02827454,125.215004
